station_name,full_price_tickets,reduced_price_tickets,season_tickets,total_entries_exits,interchanges,region,nlc_code,tlc_code
Yalding,7518,14008,7702,29228,0,South East,5232,YAL
Yardley Wood,91484,130710,79894,302088,0,West Midlands,4537,YRD
Yarm,23440,70542,4836,98818,0,North East,7917,YRM
Yate,99528,115454,23124,238106,0,South West,3380,YAE
Yatton,121448,231952,99106,452506,0,South West,3392,YAT
Yeoford,13484,2846,5572,21902,0,South West,5827,YEO
Yeovil Junction,19182,141084,10208,170474,8140,South West,5838,YVJ
Yeovil Pen Mill,36288,108032,2786,147106,12400,South West,5856,YVP
Yetminster,2340,4472,16,6828,0,South West,5857,YET
Ynyswen,9990,324,3084,13398,0,Wales,3818,YNW
Yoker,45346,78936,13228,137510,0,Scotland,9990,YOK
York,283094,8154150,425734,8862978,930496,Yorkshire and The Humber,8263,YRK
Yorton,4966,1590,736,7292,0,West Midlands,1351,YRT
Ystrad Mynach,157016,7996,33812,198824,0,Wales,4026,YSM
Ystrad Rhondda,32518,1602,6896,41016,0,Wales,3871,YSR
